Date,Date,Date,Date,Date,Date,Joe Biden,Donald Trump
74,74,74,74,74,2021-07-05,33.506843844595195,47.866317321093796
75,75,75,75,75,2021-07-06,33.50428400322501,47.821641234571246
76,76,76,76,76,2021-07-07,33.50188070930937,47.77969732032519
77,77,77,77,77,2021-07-08,33.49962422446773,47.74031561753845
78,78,78,78,78,2021-07-09,33.49750543542981,47.703337075241095
79,79,79,79,79,2021-07-10,33.45986631796418,48.010203592476124
80,80,80,80,80,2021-07-11,33.424519614259935,48.29838037747543
81,81,81,81,81,2021-07-12,33.39132382093806,48.569021087710986
82,82,82,82,82,2021-07-13,33.36014638971414,48.823206371007146
83,83,83,83,83,2021-07-14,33.33086313496009,49.06194869560839
84,84,84,84,84,2021-07-15,33.30335768342319,49.2861968365435
85,85,85,85,85,2021-07-16,33.2775209627691,49.49684004546393
86,86,86,86,86,2021-07-17,33.25325072591498,49.694711928690076
87,87,87,87,87,2021-07-18,33.23045110838782,49.88059405600718
88,88,88,88,88,2021-07-19,33.20903221618521,50.05521932077982
89,89,89,89,89,2021-07-20,33.188909741833285,50.21927507017849
90,90,90,90,90,2021-07-21,33.17000460653296,50.373406022711094
91,91,91,91,91,2021-07-22,33.152242626463455,50.51821698880533
92,92,92,92,92,2021-07-23,33.13555420147156,50.65427540888054
93,93,93,93,93,2021-07-24,33.119874024521565,50.78211372216371
94,94,94,94,94,2021-07-25,33.1051408104113,50.90223157842915
95,95,95,95,95,2021-07-26,33.09129704238028,51.01509790386751
96,96,96,96,96,2021-07-27,33.07828873534424,51.121152831401886
97,97,97,97,97,2021-07-28,33.066065214589486,51.2208095049619
98,98,98,98,98,2021-07-29,33.05457890885085,51.31445576649103
99,99,99,99,99,2021-07-30,33.04378515677919,51.40245573378978
100,100,100,100,100,2021-07-31,33.03364202587997,51.48515127668463
101,101,101,101,101,2021-08-01,33.02411014307305,51.56286339845048
102,102,102,102,102,2021-08-02,33.01515253608713,51.635893528900326
103,103,103,103,103,2021-08-03,33.00673448495978,51.70452473508407
104,104,104,104,104,2021-08-04,33.02074234143992,51.58371865886882
105,105,105,105,105,2021-08-05,33.0339067885412,51.47018628493963
106,106,106,106,106,2021-08-06,33.04627875539135,51.36348839205723
107,107,107,107,107,2021-08-07,33.057906078556734,51.26321242974362
108,108,108,108,108,2021-08-08,33.06883369183648,51.168970881467075
109,109,109,109,109,2021-08-09,33.079103804175716,51.080399730288356
110,110,110,110,110,2021-08-10,33.08875606646869,50.99715702032287
111,111,111,111,111,2021-08-11,33.097827727969324,50.9189215078304
112,112,112,112,112,2021-08-12,33.10635378297762,50.84539139616716
113,113,113,113,113,2021-08-13,33.114367108425014,50.7762831492267
114,114,114,114,114,2021-08-14,33.121898592939864,50.71133037835808
115,115,115,115,115,2021-08-15,33.128977257934956,50.65028279808697
116,116,116,116,116,2021-08-16,33.13563037122308,50.592905246275734
117,117,117,117,117,2021-08-17,33.14188355363313,50.53897676464918
118,118,118,118,118,2021-08-18,33.147760879067775,50.48828973588031
119,119,119,119,119,2021-08-19,32.89748366415899,50.69629093320346
120,120,120,120,120,2021-08-20,32.662247307638836,50.89179192528523
121,121,121,121,121,2021-08-21,32.44114686129305,51.07554479941472
122,122,122,122,122,2021-08-22,32.23333194527072,51.24825629202906
123,123,123,123,123,2021-08-23,32.038003443492734,51.41059053510416
124,124,124,124,124,2021-08-24,31.854410400824563,51.563171634862286
125,125,125,125,125,2021-08-25,31.68184710950411,51.706586093193074
126,126,126,126,126,2021-08-26,31.519650373112523,51.8413850815215
127,127,127,127,127,2021-08-27,31.367196937120617,51.96808657623769
128,128,128,128,128,2021-08-28,31.223901075737622,52.08717736422644
129,129,129,129,129,2021-08-29,31.089212325438325,52.19911492649485
130,130,130,130,130,2021-08-30,30.962613356150236,52.30432920739293
131,131,131,131,131,2021-08-31,30.84361797164901,52.403224276451475
132,132,132,132,132,2021-09-01,30.731769231239696,52.496179889421285
133,133,133,133,133,2021-09-02,30.626637685296334,52.583552954686645
134,134,134,134,134,2021-09-03,30.655134401868573,52.94745865948818
135,135,135,135,135,2021-09-04,30.68191982729364,53.28951101815249
136,136,136,136,136,2021-09-05,30.707096775205684,53.61102297029126
137,137,137,137,137,2021-09-06,30.73076187678968,53.913228505069085
138,138,138,138,138,2021-09-07,30.65552349980175,53.87898559045186
139,139,139,139,139,2021-09-08,30.58480287420414,53.84679882033583
140,140,140,140,140,2021-09-09,30.51832863137871,53.81654468790445
141,141,141,141,141,2021-09-10,30.455845714289453,53.78810711016051
142,142,142,142,142,2021-09-11,30.397114395708503,53.76137698109557
143,143,143,143,143,2021-09-12,30.341909355686123,53.736251751822884
144,144,144,144,144,2021-09-13,30.290018814672017,53.7126350360387
145,145,145,145,145,2021-09-14,30.24124371891517,53.69043623927682
146,146,146,146,146,2021-09-15,30.195396974975594,53.66957021051532
147,147,147,147,147,2021-09-16,30.245970302645954,53.9219295223066
148,148,148,148,148,2021-09-17,30.293507403267473,54.15913815677876
149,149,149,149,149,2021-09-18,30.33819059730705,54.38210588731772
150,150,150,150,150,2021-09-19,30.380191252861426,54.59168783532734
151,151,151,151,151,2021-09-20,30.41967044409236,54.78868775580033
152,152,152,152,152,2021-09-21,30.456779570019485,54.97386112507485
153,153,153,153,153,2021-09-22,30.371878046749636,54.82094385982395
154,154,154,154,154,2021-09-23,30.292073339878208,54.67720653852593
155,155,155,155,155,2021-09-24,30.217887493424122,54.78917335843946
156,156,156,156,156,2021-09-25,30.236361344827387,54.82384628162594
157,157,157,157,157,2021-09-26,30.25372620031314,54.856437769305415
158,158,158,158,158,2021-09-27,30.27004864131392,54.88707278583133
159,159,159,159,159,2021-09-28,30.285391250969294,54.91586879130137
160,160,160,160,160,2021-09-29,30.299812854333354,54.942936192394555
161,161,161,161,161,2021-09-30,30.313368744138916,54.96837876610011
162,162,162,162,162,2021-10-01,30.326110892988293,54.992294057970824
163,163,163,163,163,2021-10-02,30.33808815278786,55.01477375643487
164,164,164,164,164,2021-10-03,30.349346442194573,55.035904044607555
165,165,165,165,165,2021-10-04,30.359928922795817,55.055765930957065
166,166,166,166,166,2021-10-05,30.36987616470081,55.07443556009723
167,167,167,167,167,2021-10-06,30.379226302180626,55.09198450490272
168,168,168,168,168,2021-10-07,30.293113593534933,54.93261198808582
169,169,169,169,169,2021-10-08,30.21216994376026,54.782806072236475
170,170,170,170,170,2021-10-09,30.136085054250373,54.64199247429454
171,171,171,171,171,2021-10-10,30.064567255631072,54.50963138912582
172,172,172,172,172,2021-10-11,29.99734238909322,54.38521541915676
173,173,173,173,173,2021-10-12,29.934152754927922,54.26826762838295
174,174,174,174,174,2021-10-13,29.874756124223442,54.158339713273854
175,175,175,175,175,2021-10-14,29.81892480992703,54.05501028354678
176,176,176,176,176,2021-10-15,29.766444793703272,53.9578832462057
177,177,177,177,177,2021-10-16,29.717114905235363,53.86658628663872
178,178,178,178,178,2021-10-17,29.67074605081742,53.780769440940496
179,179,179,179,179,2021-10-18,29.627160488276004,53.70010375397801
180,180,180,180,180,2021-10-19,29.509914155132346,53.501545307789534
181,181,181,181,181,2021-10-20,29.39970551057708,53.31490529413026
182,182,182,182,182,2021-10-21,29.38997416384542,53.21247742559004
183,183,183,183,183,2021-10-22,29.38082693741692,53.116197750025826
184,184,184,184,184,2021-10-23,29.39184938724328,53.042861155292556
185,185,185,185,185,2021-10-24,29.402210220718892,52.97392654840664
186,186,186,186,186,2021-10-25,29.411949151812273,52.9091296970731
187,187,187,187,187,2021-10-26,29.42110351053873,52.84822223035368
188,188,188,188,188,2021-10-27,29.42970838607566,52.79097068646623
189,189,189,189,189,2021-10-28,29.437796761284797,52.73715561775579
190,190,190,190,190,2021-10-29,29.44539963915783,52.68657074940394
191,191,191,191,191,2021-10-30,29.492682569442636,52.78724084389452
192,192,192,192,192,2021-10-31,29.537127390335222,52.88186831922069
193,193,193,193,193,2021-11-01,29.578904458719272,52.970815882250925
194,194,194,194,194,2021-11-02,29.549813109363416,52.992064525647756
195,195,195,195,195,2021-11-03,29.522467934202723,53.01203774409514
196,196,196,196,196,2021-11-04,29.496764120010667,53.03081209433322
197,197,197,197,197,2021-11-05,29.472603145057423,53.048459537723396
198,198,198,198,198,2021-11-06,29.466257757252986,53.1314468655392
199,199,199,199,199,2021-11-07,29.447551104881857,53.241768098287736
200,200,200,200,200,2021-11-08,29.429967293892044,53.34546744899616
201,201,201,201,201,2021-11-09,29.413438926706494,53.442942390372934
202,202,202,202,202,2021-11-10,29.41552066012624,53.48826591064862
203,203,203,203,203,2021-11-11,29.417477440510737,53.530868952224615
204,204,204,204,204,2021-11-12,29.42269960559253,53.48109788067788
205,205,205,205,205,2021-11-13,29.427608318037144,53.434314243152706
206,206,206,206,206,2021-11-14,29.432222392482174,53.39033872232403
207,207,207,207,207,2021-11-15,29.436559514224896,53.34900276430985
208,208,208,208,208,2021-11-16,29.440636307011992,53.31014793258593
209,209,209,209,209,2021-11-17,29.385642274757206,53.29049165497162
210,210,210,210,210,2021-11-18,29.358902991231588,53.37939578105242
211,211,211,211,211,2021-11-19,29.33376868998049,53.462963580662276
212,212,212,212,212,2021-11-20,29.336956578386918,53.58223856445841
213,213,213,213,213,2021-11-21,29.339953119042164,53.69435426379728
214,214,214,214,214,2021-11-22,29.34276979732175,53.79974040450373
215,215,215,215,215,2021-11-23,29.345417409202994,53.89880091854121
216,216,216,216,216,2021-11-24,29.38478667422923,54.035709991288556
217,217,217,217,217,2021-11-25,29.35507910382876,54.19305256478796
218,218,218,218,218,2021-11-26,29.327154679572594,54.34095091920495
219,219,219,219,219,2021-11-27,29.30090637087442,54.47997192916658
220,220,220,220,220,2021-11-28,29.276233571526486,54.6106484433516
221,221,221,221,221,2021-11-29,29.253041714080343,54.733481326876486
222,222,222,222,222,2021-11-30,29.231241907374596,54.84894138108607
223,223,223,223,223,2021-12-01,29.210750595820155,54.95747114810812
224,224,224,224,224,2021-12-02,29.191489239137052,55.05948660708895
225,225,225,225,225,2021-12-03,29.17338401131504,55.15537876861233
226,226,226,226,226,2021-12-04,29.202912289763102,55.34671043480747
227,227,227,227,227,2021-12-05,29.230668185914386,55.52655775867725
228,228,228,228,228,2021-12-06,29.256758084021047,55.695610068461896
229,229,229,229,229,2021-12-07,29.22023342381207,55.71685720387642
230,230,230,230,230,2021-12-08,29.18590109064229,55.73682901820078
231,231,231,231,231,2021-12-09,29.153629493856652,55.75560206038719
232,232,232,232,232,2021-12-10,29.12329494132199,55.77324828465745
233,233,233,233,233,2021-12-11,29.094781165328513,55.789835326295794
234,234,234,234,234,2021-12-12,29.06797887694858,55.80542676088734
235,235,235,235,235,2021-12-13,29.04278534714474,55.820082347996156
236,236,236,236,236,2021-12-14,29.019104013021437,55.83385826021642
237,237,237,237,237,2021-12-15,29.09072528650902,55.851806300631104
238,238,238,238,238,2021-12-16,29.15804762414017,55.868677042769264
239,239,239,239,239,2021-12-17,29.221329061871696,55.88453514953837
240,240,240,240,240,2021-12-18,29.280812147489062,55.89944140256438
241,241,241,241,241,2021-12-19,29.336724870260348,55.91345293515976
242,242,242,242,242,2021-12-20,29.301937000989696,55.85877674008523
243,243,243,243,243,2021-12-21,29.27230059283698,55.89505087440293
244,244,244,244,244,2021-12-22,29.244443055386263,55.92914772075625
245,245,245,245,245,2021-12-23,29.218257615149636,55.96119796690674
246,246,246,246,246,2021-12-24,29.19364390753083,55.99132445631192
247,247,247,247,247,2021-12-25,29.170507592141927,56.019642658966866
248,248,248,248,248,2021-12-26,29.148759991210166,56.04626111398412
249,249,249,249,249,2021-12-27,29.128317749688883,56.071281845608425
250,250,250,250,250,2021-12-28,29.109102515769756,56.094800754260795
251,251,251,251,251,2021-12-29,29.09104064057188,56.11690798411069
252,252,252,252,252,2021-12-30,29.074062895856493,56.13768826858523
253,253,253,253,253,2021-12-31,29.05810420868553,56.15722125513982
254,254,254,254,254,2022-01-01,29.043103412006808,56.17558181053481
255,255,255,255,255,2022-01-02,29.029003010209934,56.1928403077885
256,256,256,256,256,2022-01-03,29.015748958754493,56.20906289590617
257,257,257,257,257,2022-01-04,29.003290457025482,56.22431175341907
258,258,258,258,258,2022-01-05,28.991579753622457,56.238645326705246
259,259,259,259,259,2022-01-06,28.98057196333576,56.252118554005364
260,260,260,260,260,2022-01-07,28.96161475217701,56.34906921347607
261,261,261,261,261,2022-01-08,28.99297737198936,56.4359811817269
262,262,262,262,262,2022-01-09,29.022457509150634,56.51767642148429
263,263,263,263,263,2022-01-10,29.05016815618425,56.59446805718327
264,264,264,264,264,2022-01-11,29.045890544523267,56.53755467873289
265,265,265,265,265,2022-01-12,29.0418696885011,56.48405741936939
266,266,266,266,266,2022-01-13,29.038090176838534,56.4337712329044
267,267,267,267,267,2022-01-14,29.03453752328997,56.386503380668785
268,268,268,268,268,2022-01-15,29.031198111119927,56.34207269277605
269,269,269,269,269,2022-01-16,29.0280591409123,56.30030887372718
270,270,270,270,270,2022-01-17,29.025108581512278,56.261051849695356
271,271,271,271,271,2022-01-18,29.022335123912793,56.22415115498863
272,272,272,272,272,2022-01-19,29.019728137908967,56.18946535533932
273,273,273,273,273,2022-01-20,29.05555501927162,56.30948836354483
274,274,274,274,274,2022-01-21,29.08923145923599,56.4223072156593
275,275,275,275,275,2022-01-22,29.098475531557114,56.572694530331574
276,276,276,276,276,2022-01-23,29.12183940861227,56.53544496467536
277,277,277,277,277,2022-01-24,29.143800912762604,56.50043123434171
278,278,278,278,278,2022-01-25,29.22757734380738,56.49856819475847
279,279,279,279,279,2022-01-26,29.299253679098317,56.46091345758052
280,280,280,280,280,2022-01-27,29.366627776835372,56.42551887535763
281,281,281,281,281,2022-01-28,29.42995787077116,56.392248786521094
282,282,282,282,282,2022-01-29,29.489486694659167,56.360975672334725
283,283,283,283,283,2022-01-30,29.545442412612417,56.3315796681364
284,284,284,284,284,2022-01-31,29.598039493619194,56.303948103916525
285,285,285,285,285,2022-02-01,29.64747953356742,56.27797507247231
286,286,286,286,286,2022-02-02,29.69395202792864,56.2535610234829
287,287,287,287,287,2022-02-03,29.737635098062988,56.230612381949285
288,288,288,288,288,2022-02-04,29.778696173929095,56.20904118953682
289,289,289,289,289,2022-02-05,29.817292635815537,56.188764767445285
290,290,290,290,290,2022-02-06,29.85357241755361,56.1697053995148
291,291,291,291,291,2022-02-07,29.887674573523267,56.1517900343524
292,292,292,292,292,2022-02-08,29.843966011953867,56.02461924348568
293,293,293,293,293,2022-02-09,29.80288097470214,55.90508164049699
294,294,294,294,294,2022-02-10,29.764261989644197,55.792719057608274
295,295,295,295,295,2022-02-11,29.766685579515723,55.71651572497327
296,296,296,296,296,2022-02-12,29.768963697957716,55.644886354238395
297,297,297,297,297,2022-02-13,29.771105076619662,55.577556401926486
298,298,298,298,298,2022-02-14,29.77311792305017,55.51426780351797
299,299,299,299,299,2022-02-15,29.775009952155088,55.45477798433214
300,300,300,300,300,2022-02-16,29.77678841576757,55.3988589297787
301,301,301,301,301,2022-02-17,29.778460130443055,55.346296311415415
302,302,302,302,302,2022-02-18,29.780031503586013,55.29688866546282
303,303,303,303,303,2022-02-19,29.781508558008504,55.25044662062681
304,304,304,304,304,2022-02-20,29.7828969550146,55.20679217227
305,305,305,305,305,2022-02-21,29.784202016099197,55.16575800014925
306,306,306,306,306,2022-02-22,29.80997329568268,55.28674226619724
307,307,307,307,307,2022-02-23,29.83419770263565,55.40046467901571
308,308,308,308,308,2022-02-24,29.882097468789485,55.59644517627082
309,309,309,309,309,2022-02-25,29.879201542317407,55.59394522043777
310,310,310,310,310,2022-02-26,29.84688385821859,55.657386981389195
311,311,311,311,311,2022-02-27,29.816505982375133,55.71702076986175
312,312,312,312,312,2022-02-28,29.78795148144091,55.77307515224935
313,313,313,313,313,2022-03-01,29.752260739659903,55.7773151671483
314,314,314,314,314,2022-03-02,29.718712267579587,55.781300683121344
315,315,315,315,315,2022-03-03,29.68717747948631,55.785046975988315
316,316,316,316,316,2022-03-04,29.65753550778238,55.78856840466665
317,317,317,317,317,2022-03-05,29.62967273972066,55.791878466206775
318,318,318,318,318,2022-03-06,29.60348238194575,55.794989847523986
319,319,319,319,319,2022-03-07,29.5788640511728,55.797914474025305
320,320,320,320,320,2022-03-08,29.55572338943508,55.80066355531764
321,321,321,321,321,2022-03-09,29.566805867881193,55.84486623421276
322,322,322,322,322,2022-03-10,29.525590516558754,55.81852250782247
323,323,323,323,323,2022-03-11,29.503693166511017,55.812390955422714
324,324,324,324,324,2022-03-12,29.483110163742992,55.80662743793128
325,325,325,325,325,2022-03-13,29.4637626170293,55.80120986474445
326,326,326,326,326,2022-03-14,29.44557637044211,55.79611747120547
327,327,327,327,327,2022-03-15,29.428481719123823,55.79133073901709
328,328,328,328,328,2022-03-16,29.41163371048127,55.70809801132489
329,329,329,329,329,2022-03-17,29.395796971889933,55.629861171668026
330,330,330,330,330,2022-03-18,29.3809108037656,55.55632035125659
331,331,331,331,331,2022-03-19,29.36691814990256,55.48719368036136
332,332,332,332,332,2022-03-20,29.353765378786598,55.422216207953895
333,333,333,333,333,2022-03-21,29.34140207803438,55.361138886193366
334,334,334,334,334,2022-03-22,29.30404106554994,55.271617341125264
335,335,335,335,335,2022-03-23,29.366687996442092,55.32335628334457
336,336,336,336,336,2022-03-24,29.438984640571114,55.421436601247386
337,337,337,337,337,2022-03-25,29.50694181453022,55.513629832426865
338,338,338,338,338,2022-03-26,29.54100151985124,55.59420221363582
339,339,339,339,339,2022-03-27,29.573016855381855,55.669938389113305
340,340,340,340,340,2022-03-28,29.603110530576128,55.74112864301827
341,341,341,341,341,2022-03-29,29.631397889483807,55.80804583574856
342,342,342,342,342,2022-03-30,29.657987352844792,55.870946449769434
343,343,343,343,343,2022-03-31,29.68298083364789,55.930071572668325
344,344,344,344,344,2022-04-01,29.706474127746244,55.98564782120324
345,345,345,345,345,2022-04-02,29.728557281027026,56.03788820988728
346,346,346,346,346,2022-04-03,29.74931493454221,56.08699296743772
347,347,347,347,347,2022-04-04,29.768826648923742,56.13315030421946
348,348,348,348,348,2022-04-05,29.728105794990284,56.096247622237556
349,349,349,349,349,2022-04-06,29.683263290771784,56.011183554806074
350,350,350,350,350,2022-04-07,29.641112373577155,55.93122529812459
351,351,351,351,351,2022-04-08,29.601491485954625,55.856066385500164
352,352,352,352,352,2022-04-09,29.564248767634794,55.78541874532705
353,353,353,353,353,2022-04-10,29.52924147347552,55.71901159695621
354,354,354,354,354,2022-04-11,29.496335426343485,55.656590412838014
355,355,355,355,355,2022-04-12,29.465404502835618,55.597915942960704
356,356,356,356,356,2022-04-13,29.436330149869015,55.54276329784466
357,357,357,357,357,2022-04-14,29.40900093028679,55.490921086578645
358,358,358,358,358,2022-04-15,29.38331209573788,55.44219060659347
359,359,359,359,359,2022-04-16,29.359165185194154,55.396385082068214
360,360,360,360,360,2022-04-17,29.336467647565566,55.35332894804949
361,361,361,361,361,2022-04-18,29.31513248696733,55.31285717754025
362,362,362,362,362,2022-04-19,29.2950779292791,55.2748146489788
363,363,363,363,363,2022-04-20,29.27796821071535,55.27039748249644
364,364,364,364,364,2022-04-21,29.26188547084624,55.26624544812899
365,365,365,365,365,2022-04-22,29.28088337294475,55.29497833087127
366,366,366,366,366,2022-04-23,29.31133287159431,55.37015405589884
367,367,367,367,367,2022-04-24,29.317384300026283,55.37187823657798
368,368,368,368,368,2022-04-25,29.330623835703385,55.418506755646995
369,369,369,369,369,2022-04-26,29.343068693138683,55.4623364855095
370,370,370,370,370,2022-04-27,29.379862807886322,55.522901557616166
371,371,371,371,371,2022-04-28,29.41650615898448,55.64329352928312
372,372,372,372,372,2022-04-29,29.47294458008068,55.773229822095885
373,373,373,373,373,2022-04-30,29.525995391041693,55.89536693318258
374,374,374,374,374,2022-05-01,29.575861926798016,56.01017299376581
375,375,375,375,375,2022-05-02,29.62273531748313,56.1180880363714
376,376,376,376,376,2022-05-03,29.63319739385944,56.13471061639235
377,377,377,377,377,2022-05-04,29.61593824269035,56.21090814541208
378,378,378,378,378,2022-05-05,29.599715039626947,56.282532060986306
379,379,379,379,379,2022-05-06,29.584465603831507,56.34985688566474
380,380,380,380,380,2022-05-07,29.57013148675423,56.413140664297195
381,381,381,381,381,2022-05-08,29.55665774810964,56.47262595307629
382,382,382,382,382,2022-05-09,29.543992745299626,56.52854074921529
383,383,383,383,383,2022-05-10,29.532087935475953,56.58109936482315
384,384,384,384,384,2022-05-11,29.520897689483604,56.63050324832743
385,385,385,385,385,2022-05-12,29.510379116971812,56.6769417565925
386,386,386,386,386,2022-05-13,29.500491902002498,56.72059288069285
387,387,387,387,387,2022-05-14,29.491198148525978,56.76162392812336
388,388,388,388,388,2022-05-15,29.482462235131734,56.80019216406098
389,389,389,389,389,2022-05-16,29.474250678517414,56.83644541413605
390,390,390,390,390,2022-05-17,29.466532005153,56.87052263102333
391,391,391,391,391,2022-05-18,29.459276630647903,56.90255442702446
392,392,392,392,392,2022-05-19,29.385533230789456,56.78499207671565
393,393,393,393,393,2022-05-20,29.31621613988644,56.674486185493265
394,394,394,394,394,2022-05-21,29.27391794084701,56.634187088688414
395,395,395,395,395,2022-05-22,29.234158611693765,56.59630686941597
396,396,396,396,396,2022-05-23,29.196785761534287,56.560700339099014
397,397,397,397,397,2022-05-24,29.17645403979499,56.47004784296674
398,398,398,398,398,2022-05-25,29.178717410149606,56.41147446003392
399,399,399,399,399,2022-05-26,29.180844925953316,56.356416834306714
400,400,400,400,400,2022-05-27,29.18694232837092,56.33251420968866
401,401,401,401,401,2022-05-28,29.192673745670163,56.31004629518169
402,402,402,402,402,2022-05-29,29.198061145419818,56.28892697500832
403,403,403,403,403,2022-05-30,29.20312517662661,56.269075302328744
404,404,404,404,404,2022-05-31,29.207885248879464,56.25041518898502
405,405,405,405,405,2022-06-01,29.144496962941293,56.14971013939665
406,406,406,406,406,2022-06-02,29.084913439710668,56.05504972110674
407,407,407,407,407,2022-06-03,29.028906305458158,55.96607111648408
408,408,408,408,408,2022-06-04,28.97626089415818,55.88243328534388
409,409,409,409,409,2022-06-05,28.926775424709795,55.80381565779732
410,410,410,410,410,2022-06-06,28.880260227543346,55.729916905560536
411,411,411,411,411,2022-06-07,28.836537017648556,55.66045378701349
412,412,412,412,412,2022-06-08,28.79543821123777,55.59516006158201
413,413,413,413,413,2022-06-09,28.75680628342513,55.533785469281774
414,414,414,414,414,2022-06-10,28.72049316445999,55.476094771513736
415,415,415,415,415,2022-06-11,28.68635967220011,55.421866849433506
416,416,416,416,416,2022-06-12,28.654274978649717,55.37089385643965
417,417,417,417,417,2022-06-13,28.62411610851757,55.3229804215323
418,418,418,418,418,2022-06-14,28.59576746787311,55.27794290048863
419,419,419,419,419,2022-06-15,28.560000400457678,55.250575616042454
420,420,420,420,420,2022-06-16,28.526380184029694,55.22485100140073
421,421,421,421,421,2022-06-17,28.42280003082695,55.02284558647683
